city	B-I-LOC
jakarta	B-B-LOC
pusat	B-I-LOC
north	B-B-LOC
java	B-I-LOC
url	B-O

foto	B-O
bersama	B-O
kuliner	B-O
ayam	B-O
kinca	B-O
dan	B-O
susu	B-O
kambing	B-O
di	B-O
kawasan	B-O
bundaran	B-B-LOC
hi	B-I-LOC
,	B-O
di	B-O
minggu	B-O
pagi	B-O
.	B-O
url	B-O

user	B-O
user	B-O
user	B-O
bundaran	B-B-LOC
hi	B-I-LOC
ya	B-O

yuk	B-O
dipesen	B-O
kaos	B-O
edisi	B-O
hashtag	B-O
series	B-O
bundaran	B-B-LOC
hi	B-I-LOC
url	B-O

user	B-O
bun	B-O
apa	B-O
ni	B-O
?	B-O
bundaran	B-B-LOC
hi	B-I-LOC
?	B-O

selasa	B-O
,	B-O
13	B-O
oktober	B-O
2020	B-O
situasi	B-O
di	B-O
sekitaran	B-O
bundaran	B-B-LOC
hi	B-I-LOC
jakarta	B-I-LOC
pusat	B-I-LOC
.	B-O
mudah2an	B-O
tetap	B-O
lancar	B-O
sampai	B-O
siang	B-O
sore	B-O
malam	B-O
sampe	B-O
pagi	B-O
lagi	B-O
.	B-O
url	B-O

sodetan	B-O
tersebut	B-O
dibangun	B-O
dinas	B-O
sumber	B-O
daya	B-O
air	B-O
(	B-O
sda	B-O
)	B-O
dki	B-B-LOC
jakarta	B-I-LOC
untuk	B-O
mengantisipasi	B-O
penutupan	B-O
kali	B-B-LOC
ciliwung	B-I-LOC
di	B-O
jalan	B-B-LOC
gajah	B-I-LOC
mada	B-I-LOC
menuju	B-O
waduk	B-B-LOC
pluit	B-I-LOC
akibat	B-O
pembangunan	B-O
proyek	B-O
mrt	B-O
fase	B-O
2	B-O
(	B-O
bundaran	B-B-LOC
hi	B-I-LOC
-	B-O
kota	B-O
)	B-O
pada	B-O
2021	B-O
.	B-O

user	B-O
selamat	B-O
pagi	B-O
min	B-O
.	B-O
mau	B-O
tanya	B-O
,	B-O
apakah	B-O
halte	B-B-LOC
sarinah	B-I-LOC
,	B-O
bundaran	B-B-LOC
hi	B-I-LOC
,	B-O
dan	B-O
tosari	B-B-LOC
sudah	B-O
bisa	B-O
melayani	B-O
penumpang	B-O
lagi	B-O
?	B-O

user	B-O
this	B-O
is	B-O
``	B-O
bundaran	B-B-LOC
hi	B-I-LOC
''	B-O
jakarta	B-B-LOC

user	B-O
user	B-O
user	B-O
uu	B-O
ite	B-O
tidak	B-O
berlaku	B-O
,	B-O
ingat	B-O
saya	B-O
penanggung	B-O
jawab	B-O
mimbar	B-O
bebas	B-O
setiap	B-O
hari	B-O
di	B-O
jakarta	B-B-LOC
dan	B-O
demo	B-O
setiap	B-O
hari	B-O
di	B-O
menteng	B-B-LOC
dan	B-O
bundaran	B-B-LOC
hi	B-I-LOC
tahun	B-O
19999/karena	B-O
saat	B-O
itu	B-O
belum	B-O
ada	B-O
madsos	B-O
,	B-O
kapolda	B-O
dki	B-O
saat	B-O
itu	B-O
nugroho	B-O
jayusman	B-O
temui	B-O
saya	B-O
di	B-O
lapangan	B-O
saya	B-O
kekeh	B-O
turunkan	B-O
presiden	B-O
habibie	B-O
.	O
url	B-O

halte	B-O
user	B-O
bundaran	B-B-LOC
hi	B-I-LOC
malam	B-O
ini	B-O
.	B-O
url	B-O

18.41	B-O
situasi	B-O
arus	B-O
lalu	B-O
lintas	B-O
di	B-O
sekitaran	B-O
bundaran	B-B-LOC
hi	B-I-LOC
terpantau	B-O
ramai	B-O
lancar	B-O
.	B-O
url	B-O

da	B-O
ist	B-O
das	B-O
ding	B-O
@	B-O
bundaran	B-B-LOC
hotel	B-I-LOC
indonesia	B-I-LOC
hi	B-I-LOC
thamrin	B-B-LOC
city	B-I-LOC
jakarta	B-B-LOC
pusat	B-I-LOC
north	B-B-LOC
java	B-I-LOC
url	B-O

anda	B-O
bisa	B-O
nikmati	B-O
discount	B-O
besar	B-O
menu	B-O
ayam	B-O
kinca	B-O
di	B-O
jakarta	B-B-LOC
dengan	B-O
memesan	B-O
di	B-O
grabfood	B-O
.	B-O
!	B-O
ada	B-O
cabang	B-O
kami	B-O
di	B-O
jln	B-B-LOC
.	B-I-LOC
syahdan	B-I-LOC
palmerah	B-I-LOC
dan	B-O
di	B-O
jln.ks	B-B-LOC
.	B-I-LOC
tubun	B-I-LOC
kota	B-B-LOC
bambu	B-I-LOC
selatan	B-I-LOC
,	B-O
jakarta	B-B-LOC
barat	B-I-LOC
.	B-O
ada	B-O
di	B-O
jln	B-B-LOC
.	B-I-LOC
kebon	B-I-LOC
kacang	B-I-LOC
raya	B-I-LOC
kawasan	B-O
bundaran	B-B-LOC
hi	B-I-LOC
,	B-O
jakarta	B-B-LOC
pusat	B-I-LOC
.	B-O
url	B-O

user	B-O
bundaran	B-B-LOC
hi	B-I-LOC
😊	B-O

selamat	B-O
pagi	B-O
min	B-O
user	B-O
,	B-O
user	B-O
,	B-O
dalam	B-O
memperingati	B-O
hari	B-O
kemerdekaan	B-O
ri	B-O
yang	B-O
ke	B-O
75	B-O
,	B-O
kami	B-O
dukos	B-O
bersatu	B-O
,	B-O
yang	B-O
merupakan	B-O
wadah	B-O
wilayah	B-O
,	B-O
gabungan	B-O
dari	O
basecamp	B-O
di	B-O
wilayah	B-O
duri	B-B-LOC
kosambi	B-I-LOC
akan	B-O
mengadakan	B-O
turnamen	B-O
futsal	B-O
,	B-O
besar	B-O
harapan	B-O
kami	B-O
untuk	B-O
mendapat	B-O
dukungan	B-O
baik	B-O
moril/materil	B-O
url	B-O

user	B-O
user	B-O
rumah	B-O
gua	B-O
di	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
np	B-O
lu😠	B-O

rekomendadi	B-O
cemilan	B-O
untuk	B-O
teman	B-O
rebahan	B-O
.	B-O
enak	B-O
,	B-O
renyah	B-O
,	B-O
gurih	B-O
bikin	B-O
nagih	B-O
dan	B-O
murah	B-O
meriah	B-O
.	B-O
200gr	B-O
10k	B-O
.	B-O
lokasi	B-O
:	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
cengkareng	B-B-LOC
wa	B-O
:	B-O
08881054543	B-O
url	B-O

.	B-O
bismillah	B-O
pie	B-O
brownies	B-O
isi	B-O
24pcs	B-O
pie	B-O
brownisnya	B-O
ya	B-O
suhu	B-O
ruang	B-O
tahan	B-O
hingga	B-O
1bulan	B-O
loh	B-O
,	B-O
aman	B-O
banget	B-O
kalo	B-O
buat	B-O
kirim2	B-O
me	B-O
pelosok	B-O
indonesia	B-B-LOC
😍	B-O
harga	B-O
32rb	B-O
pembelian	B-O
minimal	B-O
3box	B-O
harga	B-O
30rb	B-O
lokasi	B-O
,	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
…	B-O
url	B-O

user	B-O
min	B-O
,	B-O
ini	B-O
jaringan	B-O
di	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
jakarta	B-B-LOC
barat	B-I-LOC
lagi	B-O
masalah	B-O
gak	B-O
?	B-O
kok	B-O
inetnya	B-O
gak	B-O
konek	B-O
sih	B-O
?	B-O

user	B-O
mangga	B-O
teh/akang	B-O
krupuk	B-O
mitoha	B-O
rasa	B-O
udang	B-O
,	B-O
rasa	B-O
gendar	B-O
,	B-O
rasa	B-O
balado	B-O
.	B-O
yang	B-O
mau	B-O
pc	B-O
aja	B-O
,	B-O
murah	B-O
meriah	B-O
,	B-O
gurih	B-O
bikin	B-O
nagih	B-O
.	B-O
loc	B-O
.	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
cengkareng	B-B-LOC
,	B-O
jakbar	B-B-LOC
.	B-O
url	B-O

user	B-O
min	B-O
,	B-O
daerah	B-O
kp.duri	B-B-LOC
kelurahan	B-B-LOC
duri	B-I-LOC
kosambi	B-I-LOC
kecamatan	B-B-LOC
cengkareng	B-I-LOC
mati	B-O
listrik	B-O
mulu	B-O
dari	B-O
kemarin	O
.	B-O
udah	O
3	B-O
kali	B-O
mati	B-O
tadi	B-O
pagi	B-O
mati	B-O
juga	B-O
.	B-O
dalam	B-O
rangka	B-O
apa	B-O
ya	B-O
?	B-O

user	B-O
terjadi	B-O
pemadaman	B-O
listrik	B-O
diwilayah	B-O
jl	B-B-LOC
timbul	B-I-LOC
jaya	B-I-LOC
kp	B-B-LOC
.	B-I-LOC
duri	B-I-LOC
,	B-O
duri	B-B-LOC
kosambi	B-I-LOC
cengkareng	B-B-LOC
jakarta	B-B-LOC
barat	B-I-LOC
.	B-O
tolong	B-O
ditindak	B-O
lanjuti	B-O

thank	B-O
you	B-O
cookingwithpoe	B-O
,	B-O
wonderful	B-O
delight	B-O
looks	B-O
unbeatable	B-O
.	B-O
the	B-O
juicy	B-O
taste	B-O
has	B-O
made	B-O
our	B-O
day	B-O
.	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
@	B-O
sealog	B-O
url	B-O

berbagi	B-O
berkah	B-O
di	B-O
sekitaran	B-O
area	B-O
tps	B-O
duri	B-B-LOC
kosambi	B-I-LOC
user	B-O
sem	B-O
.	B-O
url	B-O
lewat	B-O
user	B-O
alhamdulillah	B-O
berbagi	B-O
berkah	B-O
di	B-O
jum'at	B-O
berkah	B-O
02/10/2020	B-O
.	B-O
terimakasih	B-O
para	B-O
sahabat	B-O
,	B-O
saudaraku	B-O
semua	B-O
atas	B-O
partisipasinya	B-O
.	B-O
semoga	B-O
selalu	B-O
istiqomah	B-O
,	B-O
semoga	B-O
selalu	B-O
berkah	B-O

tidak	B-O
terima	B-O
dikejar-kejar	B-O
penagih	B-O
utang	B-O
,	B-O
dua	B-O
pria	B-O
berinisial	B-O
ss	B-O
alias	B-O
kf	B-O
dan	B-O
a	B-O
marah	B-O
hingga	B-O
melakukan	B-O
penusukan	B-O
di	B-O
kawasan	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
cengkareng	B-B-LOC
,	B-O
jakarta	B-B-LOC
barat	B-I-LOC
.	B-O
hashtag	B-O
url	B-O

jasa	B-O
iklan	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
duri	B-B-LOC
kepa	B-I-LOC
,	B-O
mangga	B-B-LOC
dua	B-I-LOC
,	B-O
taman	B-B-LOC
sari	B-I-LOC
,	B-O
basmoll	B-B-LOC
,	B-O
jelambar	B-B-LOC
#	B-O
hashtag	B-O

user	B-O
kami	B-O
persilahkan	B-O
konfirmasi	B-O
ke	B-O
kantor	B-O
cabang	B-O
yang	B-O
akan	B-O
didatangi	B-O
ibu	B-O
setiawati	B-O
.	B-O
sbg	B-O
info	B-O
tambahan	B-O
:	B-O
-	B-O
jakarta	B-B-LOC
duri	B-B-LOC
kosambi	B-I-LOC
dialihkan	B-O
ke	B-O
jakarta	B-B-LOC
taman	B-B-LOC
semanan	B-I-LOC
indah	B-I-LOC
-	B-O
jakarta	B-B-LOC
raya	B-I-LOC
kosambi	B-B-LOC
dialihkan	B-O
ke	B-O
jakarta	B-B-LOC
kalideres	B-B-LOC
.	B-O
tks~amar	B-O

jasa	B-O
iklan	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
duri	B-B-LOC
kepa	B-I-LOC
,	B-O
mangga	B-B-LOC
dua	B-I-LOC
,	B-O
taman	B-B-LOC
sari	B-I-LOC
,	B-O
basmoll	B-B-LOC
,	B-O
jelambar	B-B-LOC
#	B-O
hashtag	B-O

user	B-O
tau	B-O
gak	B-O
luh	B-O
,	B-O
di	B-O
jalan	B-B-LOC
wijayakusuma	B-I-LOC
,	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
cengkareng	B-B-LOC
,	B-O
sekarang	B-O
listriknya	B-O
padam.	B-O
?	B-O
sepagi	B-O
buta	B-O
gini	B-O
lho	B-O
tod	B-O
.	B-O
!	B-O

baru	B-O
saja	B-O
mengirim	B-O
video	B-O
@	B-O
duri	B-B-LOC
kosambi	B-I-LOC
cengkareng	B-B-LOC
jakbar	B-B-LOC
url	B-O

ngadi-ngadi	B-O
banget	B-O
lah	B-O
ni	B-O
user	B-O
seharian	B-O
ini	B-O
sinyalnya	B-O
.	B-O
mohon	B-O
dicek	B-O
kualitas	B-O
sinyal	B-O
dari	B-O
bts	B-O
titik	B-O
kenal	B-O
apartemen	B-B-LOC
green	B-I-LOC
palm	B-I-LOC
residence	B-I-LOC
duri	B-B-LOC
kosambi	B-I-LOC
kak	B-O
user	B-O
url	B-O

salam	B-O
bina	B-O
marga	B-O
.	B-O
.	B-O
tgl	B-O
23/09/2020	B-O
kegiatan	B-O
tl	B-O
.	B-O
hotmix	B-O
di	B-O
jl	B-B-LOC
.	B-I-LOC
hm	B-I-LOC
.	B-I-LOC
rahum	B-I-LOC
,	B-O
kec	B-B-LOC
.	B-I-LOC
cengkareng	B-I-LOC
,	B-O
kel	B-B-LOC
.	B-I-LOC
duri	B-I-LOC
kosambi	B-I-LOC
,	B-O
dikerjakan	B-O
oleh	B-O
pjlp	B-O
seksi	B-O
jalan	B-O
,	B-O
jembatan	B-O
&	B-O
amp	B-O
;	B-O
kelengkapan	B-O
jalan	B-B-LOC
sdbm	B-I-LOC
jakarta	B-B-LOC
barat	B-I-LOC
group	B-O
5.	B-O
.	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
url	B-O

user	B-O
please	B-O
dong	B-O
ada	B-O
di	B-O
duri	B-B-LOC
kosambi	B-I-LOC
,	B-O
cengkareng	B-B-LOC
.	B-O

user	B-O
padahal	B-O
rumahnya	B-O
pada	B-O
di	B-O
duri	B-B-LOC
kosambi	B-I-LOC

jika	B-O
bisa	B-O
sukses	B-O
di	B-O
usia	B-O
muda	B-O
,	B-O
kenapa	B-O
harus	B-O
nunggu	B-O
tua	B-O
jln	B-O
menuju	B-O
sukses=bisnis	B-O
hwi	B-O
info	B-O
wa	B-O
085799289494	B-O
bbm	B-O
:	B-O
d19cb7a3	B-O
url	B-O

share	B-O
nantikan	B-O
promo	B-O
hashtag	B-O
hashtag	B-O
&	B-O
amp	B-O
;	B-O
dapatkan	B-O
total	B-O
voucher	B-O
75rb	B-O
pada	B-O
19-25	B-O
oktober	B-O
!	B-O
url	B-O
url	B-O

user	B-O
cod	B-O
an	B-O
di	B-O
st	B-O
mrt	B-O
fatmawati	B-B-LOC
yaa	B-O
😅😅	B-O

jaya	B-O
mulia	B-O
mebel	B-O
®️	B-O
jln	B-B-LOC
.	B-I-LOC
fatmawati	B-I-LOC
29c	B-I-LOC
pedurungan	B-I-LOC
semarang	B-B-LOC
hp	B-O
/	B-O
url	B-O
catalog	B-O
:	B-O
url	B-O
--	B-O
cash	B-O
/	B-O
kredit	B-O
--	B-O
url	B-O

user	B-O
hop	B-O

user	B-O
user	B-O
aamiin	B-O
ya	B-O
rabbal	B-O
alamin	B-O

jual	B-O
batik	B-O
lasem	B-O
tiga	B-O
negeri	B-O
siang	B-O
malam	B-O
klasikan	B-O
cantik	B-O
siap	B-O
kirim	B-O
ke	B-O
cireundeu	B-B-LOC
ciputat	B-B-LOC
tangerang	B-B-LOC
selatan	B-I-LOC
banten	B-B-LOC
hub	B-O
.	B-O
089677419878	B-O
url	B-O

dah	B-O
tua	B-O
ya	B-O
allah	B-O
😌	B-O

user	B-O
kepedulian	B-O
terhadap	B-O
sesama	B-O
akan	B-O
membangun	B-O
rasa	B-O
persatuan	B-O
yang	B-O
kuat	B-O
.	B-O
kita	B-O
bersaudara	B-O
,	B-O
mari	B-O
ciptakan	B-O
indonesia	B-B-LOC
aman	B-O
dan	B-O
ayo	B-O
bersama	B-O
hashtag	B-O

ingin	B-O
hidup	B-O
aman	B-O
,	B-O
nyaman	B-O
,	B-O
dan	B-O
asri	B-O
?	B-O
dijual	B-O
cluster	B-O
ultimate	B-O
nomor	B-O
5	B-O
di	B-O
serenia	B-B-LOC
hills	B-I-LOC
cireundeu	B-B-LOC
url	B-O

user	B-O	B-B-LOC
aku	B-O
mau	B-O
otw	B-O
ke	B-O
cireundeu	B-B-LOC

mau	B-O
naik	B-O
berat	B-O
badan	B-O
1-3kg/minggu	B-O
dengan	B-O
cara	B-O
sehat	B-O
dan	B-O
alami	B-O
mrpro	B-O
solusinya	B-O
order	B-O
wa	B-O
085799289494	B-O
bbm	B-O
:	B-O
d19cb7a3	B-O
url	B-O

user	B-O
sepanjang	B-O
jalan	B-O
cireundeu	B-O
raya	B-O
tidak	O
bisa	B-O
menaikan/menurunkan	B-O
penumpang	B-O
?	B-O

hanya	B-O
menjadi	B-O
pengagum	B-O
rahasiamu😔😌	B-O

hashtag	B-O
.	B-O
⏱️💡	B-O
.	B-O
hashtag	B-O
url	B-O

user	B-O
user	B-O
yang	B-O
akhiran	B-O
nya	B-O
hah	B-O
hah	B-O
hah	B-O

pulang	B-O
kerja	B-O
mampir	B-O
dulu	B-O
di	B-O
kopipasteh_cirendeu	B-O
👍👍☕️	B-O
salut	B-O
buat	B-O
my	B-O
youngpreneur	B-O
👍✊🏻semangat	B-O
dhiya_niknoz	B-O
santripreneur	B-O
@	B-O
cireundeu	B-B-LOC
url	B-O

user	B-O
hi	B-O
kak	B-O
izin	B-O
share	B-O
info	B-O
yaa	B-O
bantu	B-O
isi	B-O
lemari	B-O
buku	B-O
taman	B-O
baca	B-O
gazebo	B-O
,	B-O
yuk	B-O
!	B-O
taman	B-O
baca	B-O
ini	B-O
terletak	B-O
di	B-O
salah	B-O
satu	B-O
desa	B-O
tertinggal	B-O
di	B-O
lebak-banten	B-B-LOC
.	B-O
taman	B-O
baca	B-O
gazebo	B-O
membuka	B-O
perpustakaan	B-O
umum	B-O
dan	B-O
kelompok	B-O
belajar	B-O
untuk	B-O
adik-adik	B-O
di	B-O
kp	B-B-LOC
lebak	B-I-LOC
koneng	B-I-LOC
,	B-O
ds	B-O
cireundeu	B-B-LOC
.	B-O
info	B-O
lebih	B-O
lanjut	B-O
:	B-O
url	B-O

mbak	B-O
yuki	B-O
cuwantek	B-O
banget	B-O
,	B-O
congrats	B-O
🤗	B-O

user	B-O
fatmawati	B-B-LOC
ga	B-O
terlalu	B-O
jauh😭	B-O
maaf	B-O
ka	B-O
goldar	B-O
aku	B-O
ab	B-O
aku	B-O
bantu	B-O
rt	B-O
aja	B-O
ya	B-O
kak😭🙏🏻	B-O

jakarta	B-O
,	B-O
19	B-O
oktober	B-O
2020	B-O
biro	B-O
pers	B-O
,	B-O
media	B-O
,	B-O
dan	B-O
informasi	B-O
sekretariat	B-O
presiden	B-O

user	B-O
jakarta	B-B-LOC

user	B-O
masih	B-O
di	B-O
bumi	B-O
kok	B-O
ay	B-O
.	B-O
belum	B-O
sampek	B-O
ke	B-O
sheraton	B-B-LOC
kayak	B-O
kamu	B-O
😄	B-O
efek	B-O
g	B-O
jadi	B-O
ke	B-O
jakarta	B-B-LOC
minggu	B-O
ini	B-O

john	B-O
kei	B-O
ogah	B-O
disebut	B-O
sebagai	B-O
keponakan	B-O
nus	B-O
kei	B-O
:	B-O
saya	B-O
yang	B-O
bawa	B-O
ke	B-O	B-B-LOC
jakarta	B-B-LOC
,	B-O
dia	B-O
anak	B-O
buah	B-O
saya	B-O
download	B-O
aplikasi	B-O
tribunnews	B-O
untuk	B-O
update	B-O
berita	B-O
terbaru	B-O
dapatkan	B-O
untuk	B-O
android	B-O
:	B-O
url	B-O
url	B-O
lewat	B-O
user	B-O

user	B-O
ingat	B-O
!	B-O
ini	B-O
sanksi	B-O
pkl	B-O
melanggar	B-O
perda	B-O
covid-19	B-O
dki	B-B-LOC
jakarta	B-I-LOC
ini	B-O
sanksi	B-O
bagi	B-O
pkl	B-O
y	B-O
url	B-O

semua	B-O
tempat	B-O
memiliki	B-O
kepentingan	B-O
dan	B-O
kenangannya	B-O
masing-masing	B-O
.	B-O
entah	B-O
jakarta	B-O
atau	B-O
sulawesi	B-O
,	O
semuanya	B-O
berisi	B-O
orang	B-O
terkasih	B-O
.	B-O

user	B-O
gabisa	B-O
bayangin	B-O
kaya	B-O
konser	B-O
tds	B-O
jakarta	B-B-LOC
kemarin	B-O
sedih	B-O
bgt😭	B-O

user	B-O
sini	B-O
ke	B-O
jakarta	B-B-LOC
kita	B-O
liat	B-O
framework	B-O

success	B-O
needs	B-O
.	B-O
@	B-O
jakarta	B-O
,	B-O
indonesia	B-O
url	B-O

user	B-O
pejuang	B-O
khilafah	B-O
yang	B-O
dari	B-O
kota	B-B-LOC
pontianak	B-I-LOC
mana	B-O
suaranya	B-O
!	B-O
salam	B-O
dari	B-O
pejuang	B-O
khilafah	B-O
jakarta	B-O
.	B-O
jangan	B-O
lupa	B-O
support	O
hashtag	B-O
dan	B-O
hashtag	B-O
url	B-O

user	B-O
user	B-O
hei	B-O
pejabat	B-O
,	B-O
kalian	B-O
itu	B-O
bangun	B-O
indonesia	B-B-LOC
atau	B-O
bangun	B-O
jakarta	B-B-LOC
.	B-O
hahh	B-O
.	O

user	B-O
done	B-O
,	B-O
jakarta	B-B-LOC
timur	B-I-LOC
url	B-O

user	B-O
ewgewahewh	B-O

massage	B-O
incall	B-O
/	B-O
outcall	B-O
jakarta	B-B-LOC
wa	B-O
082120001890	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O

just	B-O
posted	B-O
a	B-O
photo	B-O
@	B-O
warakas	B-B-LOC
-	B-O
tanjung	B-B-LOC
priok	B-I-LOC
-	B-O
jakarta	B-B-LOC
utara	B-I-LOC
url	B-O

user	B-O
jakarta	B-B-LOC
?	B-O

massage	B-O
incall	B-O
/	B-O
outcall	B-O
jakarta	B-B-LOC
wa	B-O
082120001890	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O
hashtag	B-O

user	B-O
jakarta	B-B-LOC
timurrr	B-I-LOC

user	B-O
betul	B-O
kak	B-O
,	B-O
jakarta	B-B-LOC
.	B-O
baik	B-O
kak	B-O
,	B-O
terimakasih	B-O

user	B-O
pejuang	B-O
khilafah	B-O
yang	B-O
dari	B-O
kota	B-B-LOC
tangerang	B-I-LOC
selatan	B-I-LOC
mana	B-O
suaranya	B-O
!	B-O
salam	B-O
dari	B-O
pejuang	B-O
khilafah	B-O
jakarta	B-B-LOC
.	B-O
jangan	B-O
lupa	B-O
support	B-O
hashtag	B-O
dan	B-O
hashtag	B-O
url	B-O

pasar	B-O
kalimati	B-O
yang	B-O
berada	B-O
di	B-O
kelurahan	B-B-LOC
karet	B-I-LOC
tengsin	B-I-LOC
,	B-O
jakarta	B-B-LOC
pusat	B-I-LOC
harus	B-O
ditutup	B-O
selama	B-O
tiga	B-O
hari	B-O
.	B-O
hashtag	B-O
hashtag	B-O
url	B-O

tunawisma	B-O
atau	B-O
pmks	B-O
yang	B-O
merupakan	B-O
hasil	B-O
penjangkauan	O
satgas	B-O
p3s	B-O
dan	B-O
satpol	B-O
pp	B-O
,	B-O
selama	B-O
ramadhan	B-O
dan	B-O
masa	B-O
psbb	B-O
(	B-O
pembatasan	B-O
sosial	B-O
berskala	B-O
besar	B-O
)	B-O
untuk	B-O
sementara	B-O
akan	B-O
ditampung	B-O
di	B-O
gor	B-O	B-B-LOC
karet	B-I-LOC
tengsin	B-I-LOC
,	B-O
jakpus	B-B-LOC
.	B-O
hashtag	B-O
user	B-O
user	B-O
user	B-O
url	B-O

tak	B-O
bermasker	B-O
,	B-O
21	B-O
warga	B-O
karet	B-B-LOC
tengsin	B-I-LOC
disanksi	B-O
kerja	B-O
sosial	B-O
url	B-O

user	B-O
rabu	B-O
29/09/2004	B-O
persija	B-O
vs	B-O
persib	B-O
di	B-O
lebak	B-B-LOC
bulus	B-I-LOC
.	B-O
jam	B-O
11	B-O
siang	B-O
selesai	B-O
turnamen	B-O
futsal	B-O
antar	B-O
sma	B-O
di	B-O
unas	B-B-LOC
,	B-O
buru²	B-O
balik	B-O
ke	B-O
rumah	B-O
di	B-O
karet	B-B-LOC
tengsin	B-I-LOC
buat	B-O
ganti	B-O
baju	B-O
&	B-O
amp	B-O
;	B-O
ijin	B-O
pamit	B-O
nonton	B-O
big	B-O
match	B-O
persija	B-O
vs	B-O
persib	B-O
.	B-O
abis	B-O
makan	B-O
siang	B-O
gw	B-O
ijin	B-O
pamit	B-O
sama	B-O
ayah	B-O
&	B-O
amp	B-O
;	B-O

camat	B-O
tanah	B-B-LOC
abang	B-I-LOC
,	B-O
yassin	B-O
pasaribu	B-O
,	B-O
mengatakan	B-O
25	B-O
orang	B-O
tunawisma	O
yang	B-O
terjaring	O
operasi	B-O
pada	B-O
sabtu	B-O
malam	B-O
,	B-O
25	B-O
april	B-O
2020	B-O
sudah	B-O
dipulangkan	B-O
ke	B-O
daerah	O
asal	B-O
usai	B-O
difasilitasi	B-O
selama	B-O
satu	B-O
malam	B-O
di	B-O
gor	B-B-LOC
karet	B-I-LOC
tengsin	B-I-LOC
,	B-O
tanah	B-B-LOC
